target_gene,rank,integrated_score,direction,peak_condition,context_specificity,causal_component,genetics_component,drug_component,novelty_component,peak_signed_score,peak_emp_z,peak_emp_fdr,peak_kd,genetics_tier,genetics_autoimmune,lof_constrained,lof_bin,ot_top_disease,ot_top_score,ot_autoimmune_disease,ot_autoimmune_score,primary_class,suggested_modality,tractability_tier,is_druggable,novelty_class,n_drugs,drug_stages,max_drug_stage,novel_priority,in_paper_noms,evidence_n,ensembl_id
BRD1,70,0.6492088421286877,driver_antagonize,Stim48hr,0.23255962,0.8835153406136246,0.586045421066851,0.15,1.0,-0.8361933,-4.4628444,0.0011264119802359917,-9.992878806381844,moderate,0.436045421066851,True,0.0,synovium disorder,0.213,ankylosing spondylitis,0.146,enzyme,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000100425
PTGIR,71,0.6487990359345795,driver_antagonize,Stim8hr,0.9145563,0.7633905356214249,0.4941541794109835,1.0,0.15,-0.5175838,-3.9356275,0.002887842193237116,-6.871932148102625,moderate,0.4941541794109835,False,9.0,pulmonary arterial hypertension,0.611,,0.0,GPCR,small molecule,clinical_precedent,True,approved_drug_exists,10.0,APPROVAL;PHASE_3,4.0,False,False,3,ENSG00000160013
NAF1,72,0.6448813312532502,brake_agonize,Stim8hr,0.7656425,0.9802392095683827,0.462,0.15,1.0,1.0574443,5.628444,7.4133214456604845e-06,-4.847575569367808,moderate,0.462,False,4.0,"pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 7",0.716,acute myeloid leukemia with minimal differentiation,0.462,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000145414
TNIP2,73,0.6440431727222269,brake_agonize,Stim8hr,0.5178516,0.827873114924597,0.6318877121595461,0.15,1.0,0.61812264,4.1830544,0.001340601646237337,-16.68273541063729,strong,0.6318877121595461,False,6.0,aging,0.326,rheumatoid arthritis,0.178,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000168884
ZNF236,74,0.6436292516210341,brake_agonize,Stim8hr,0.8030599,0.9349973998959958,0.5091004521879849,0.15,1.0,0.87855977,4.8214498,0.00017124737312621604,-1.2247647045035468,moderate,0.359100452187985,True,0.0,type 2 diabetes mellitus,0.425,,0.0,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,novel_undrugged,0.0,,,False,False,3,ENSG00000130856
ANKZF1,75,0.64300189925533,brake_agonize,Rest,0.72935086,0.9521580863234529,0.4875604996845201,0.15,1.0,0.9296629,5.020503,0.00013570101299627065,-6.683981634346778,moderate,0.4875604996845201,False,6.0,neurodegenerative disease,0.54,inflammatory bowel disease,0.383,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,novel_undrugged,0.0,,,False,False,3,ENSG00000163516
PNPT1,76,0.642937598833172,brake_agonize,Rest,0.78123295,0.9880395215808633,0.4466805383189284,0.15,1.0,1.2597921,6.123271,6.466998331152886e-07,-5.227036372524752,moderate,0.4466805383189284,False,2.0,combined oxidative phosphorylation defect type 13,0.807,,0.0,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000138035
ZNF438,77,0.6426790038260731,driver_antagonize,Stim8hr,0.7922289,0.6703068122724909,0.8059156255114207,0.15,1.0,-0.47009182,-3.714732,0.00518310362774628,-3.6217149465723657,strong,0.8059156255114207,False,4.0,rheumatoid arthritis,0.424,rheumatoid arthritis,0.424,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,novel_undrugged,0.0,,,False,False,3,ENSG00000183621
TNFRSF1B,78,0.6425218152883274,brake_agonize,Stim8hr,0.7321212,0.8793551742069683,0.5684701868598605,0.15,1.0,0.6755404,4.4444833,0.0005681920021909019,-5.691934504399112,strong,0.5684701868598605,False,2.0,hypothyroidism,0.406,childhood onset asthma,0.21,catalytic_receptor,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000028137
NDUFS2,79,0.6406638206045479,driver_antagonize,Stim8hr,0.66133904,0.8668746749869994,0.3497547703632267,1.0,0.15,-0.7468278,-4.375369,0.0007207335208153591,-30.96346167696262,moderate,0.3497547703632267,False,2.0,mitochondrial complex I deficiency,0.758,,0.0,,small molecule,clinical_precedent,True,approved_drug_exists,3.0,APPROVAL;PHASE_1_2,4.0,False,False,3,ENSG00000158864
BCL3,80,0.6383433456264673,driver_antagonize,Stim8hr,0.6358745,0.984919396775871,0.4349025024089039,0.15,1.0,-0.9971621,-5.829269,2.8885514171846756e-06,-12.723267865010468,moderate,0.4349025024089039,False,2.0,neurodegenerative disease,0.448,,0.0,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000069399
MYC,81,0.6377698838808038,brake_agonize,Stim8hr,0.7106527,0.5231409256370255,0.9563398972140502,0.15,1.0,0.7006226,3.427651,0.010894403635498595,-5.663612564916637,strong,0.8063398972140502,True,0.0,Burkitt lymphoma,0.63,Burkitt lymphoma,0.63,transcription_factor,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000136997
CASP7,82,0.6364010362155764,driver_antagonize,Stim48hr,0.26851577,0.6136245449817993,0.5292289697392155,1.0,0.35,-0.5407583,-3.5852137,0.011726751112624252,-12.912317101699353,strong,0.5292289697392155,False,5.0,cataract,0.607,vitiligo,0.289,enzyme,small molecule,clinical_precedent,True,clinical_stage_drug,1.0,PHASE_2,2.0,False,False,3,ENSG00000165806
RUNX3,83,0.635455135526041,brake_agonize,Stim8hr,0.74198425,0.5969838793551742,0.8649353884842726,0.15,1.0,0.58409196,3.556029,0.007842655338036655,-6.044528468592542,strong,0.8649353884842726,False,2.0,asthma,0.524,asthma,0.524,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,novel_undrugged,0.0,,,False,False,3,ENSG00000020633
UFL1,84,0.6330155720487732,brake_agonize,Stim8hr,0.8754338,0.9396775871034841,0.4684173081119619,0.15,1.0,1.1791553,4.87583,0.00014463615174397428,-6.4556585013794034,moderate,0.4684173081119619,False,4.0,neurodegenerative disease,0.555,colitis,0.214,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000014123
PRKX,85,0.6309985673769067,driver_antagonize,Stim48hr,0.43844014,0.8689547581903276,0.5418464986406509,0.15,1.0,-0.62252116,-4.389834,0.0014062480549370986,-4.376100612274126,strong,0.5418464986406509,False,,neurodegenerative disease,0.486,Hashimoto thyroiditis,0.33,kinase,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000183943
KLF12,86,0.6301852326824631,driver_antagonize,Stim8hr,0.55054295,0.6198647945917837,0.821437341737522,0.15,1.0,-0.49335507,-3.5962198,0.007087728074981606,-10.042148577841813,strong,0.671437341737522,True,0.0,atrial fibrillation,0.527,Hashimoto thyroiditis,0.368,transcription_factor,hard (TF — degrader/PPI),difficult_tf,False,novel_undrugged,0.0,,,False,False,3,ENSG00000118922
SYNE2,87,0.6263070575277493,driver_antagonize,Stim48hr,0.62831485,0.6827873114924597,0.737197905401043,0.15,1.0,-0.5275088,-3.7384446,0.007912181813239228,-15.644507662984292,strong,0.587197905401043,True,1.0,Emery-Dreifuss muscular dystrophy,0.653,,0.0,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000054654
SULF2,88,0.6261814494755292,brake_agonize,Stim48hr,0.5433259,0.7696307852314093,0.6383566083228334,0.15,1.0,0.60622126,3.97456,0.004443672828707144,-1.1981896144733752,strong,0.6383566083228334,False,2.0,"osteoarthritis, knee",0.455,,0.0,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000196562
MFSD12,89,0.6249135703097087,driver_antagonize,Stim8hr,0.7559257,0.8507540301612064,0.5421906668496618,0.15,1.0,-0.5679463,-4.293047,0.0009313673939581648,-13.208619565060838,strong,0.5421906668496618,False,9.0,Precordial pain,0.248,Crohn disease,0.234,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000161091
TNFAIP3,90,0.6238164326573064,brake_agonize,Rest,0.5232155,0.44357774310972437,1.0,0.15,1.0,0.47998175,3.3030226,0.031752545571288926,-4.920529174534132,strong,0.9284922873109042,True,0.0,"autoinflammatory syndrome, familial, Behcet-like 1",0.763,psoriasis,0.563,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000118503
IRAK3,91,0.6153177577815082,brake_agonize,Rest,0.89042926,0.9656786271450858,0.3799567485072632,0.15,1.0,0.752388,5.290348,4.593199892109108e-05,-1.421115951364459,moderate,0.3799567485072632,False,7.0,mixed connective tissue disease,0.285,mixed connective tissue disease,0.285,kinase,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000090376
WAPL,92,0.6131787476533165,driver_antagonize,Stim48hr,0.50513136,0.6994279771190848,0.6745774514427587,0.15,1.0,-0.61716807,-3.777145,0.007032222673111593,-5.459112763714325,strong,0.5245774514427587,True,0.0,poisoning,0.256,ulcerative colitis,0.253,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000062650
SMS,93,0.6129159646385856,brake_agonize,Rest,0.7171701,0.9973998959958398,0.336,0.15,1.0,1.2816573,7.3613,5.139189677123057e-10,-14.190860848265553,moderate,0.336,False,,syndromic X-linked intellectual disability Snyder type,0.806,autoimmune disorder of central nervous system,0.336,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000102172
NUDT3,94,0.612416680120097,driver_antagonize,Stim8hr,0.35433084,0.7233489339573583,0.6449268085819837,0.15,1.0,-0.5421079,-3.8221824,0.003921890921101765,-16.82293876066162,strong,0.6449268085819837,False,2.0,neurodegenerative disease,0.452,Graves disease,0.299,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000272325
SMIM3,95,0.6116004803595969,driver_antagonize,Stim8hr,0.49046546,0.9646385855434217,0.3687445375827785,0.15,1.0,-0.7520674,-5.280292,3.067261518400654e-05,-6.42638763800906,moderate,0.3687445375827785,False,9.0,neurodegenerative disease,0.409,acute myeloid leukemia,0.074,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000256235
RFT1,96,0.6115763414835438,driver_antagonize,Stim48hr,0.59992105,0.7436297451898076,0.6191407603966973,0.15,1.0,-0.5788581,-3.8694675,0.0059109149657914275,-2.102071702916336,strong,0.6191407603966973,False,4.0,RFT1-congenital disorder of glycosylation,0.816,Crohn disease,0.328,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000163933
VKORC1,97,0.6112467634754258,driver_antagonize,Stim48hr,0.38536632,0.8543941757670307,0.2658424790487845,1.0,0.15,-0.6655533,-4.300001,0.0018706441966409974,-28.77422516637822,moderate,0.2658424790487845,False,6.0,Hereditary combined deficiency of vitamin K-dependent clotting factors,0.725,,0.0,enzyme,small molecule,clinical_precedent,True,approved_drug_exists,7.0,APPROVAL;PHASE_3,4.0,False,False,3,ENSG00000167397
BBS12,98,0.6104192683089308,brake_agonize,Rest,0.6232265,0.9703588143525741,0.3583242380968519,0.15,1.0,0.69059944,5.4246364,2.3409496712917253e-05,-3.7738822401500167,moderate,0.3583242380968519,False,7.0,Bardet-Biedl syndrome 12,0.826,,0.0,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000181004
BBS7,99,0.6069298912055607,brake_agonize,Rest,0.6326428,0.7576703068122725,0.5877399562979599,0.15,1.0,0.52338547,3.9124465,0.007211507714400814,-8.79498610512088,strong,0.5877399562979599,False,2.0,Bardet-Biedl syndrome 7,0.815,,0.0,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000138686
CBLB,100,0.6065685253987905,brake_agonize,Stim8hr,0.59135354,0.4175767030681227,0.9719748211854291,0.15,1.0,0.70512563,3.2595966,0.016162189120495836,-15.991721461146271,strong,0.8219748211854291,True,1.0,hypothyroidism,0.497,multiple sclerosis,0.399,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000114423
RPIA,101,0.6056521755228041,driver_antagonize,Stim48hr,0.62138844,0.6344253770150806,0.723158491125589,0.15,1.0,-0.5056162,-3.621566,0.010662589400847144,-7.419681532492548,strong,0.723158491125589,False,5.0,ribose-5-P isomerase deficiency,0.754,Hashimoto thyroiditis,0.206,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000153574
LMO7,102,0.6051868134192677,brake_agonize,Stim8hr,0.7960917,0.7925117004680188,0.5424427842004711,0.15,1.0,0.48931375,4.052948,0.001983944561109269,-1.529303699006122,strong,0.5424427842004711,False,2.0,cancer,0.473,,0.0,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000136153
SFMBT1,103,0.6016351745471538,driver_antagonize,Rest,0.5417719,0.8221528861154446,0.497010644226342,0.15,1.0,-0.5922144,-4.164418,0.0033554368041807813,-2.9248815808602817,moderate,0.347010644226342,True,1.0,gout,0.469,ulcerative colitis,0.337,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000163935
TXK,104,0.5969299531981279,driver_antagonize,Stim8hr,0.8854248,0.5553822152886115,0.557,1.0,0.15,-0.4432305,-3.475004,0.00968655310272375,-6.256969740423017,strong,0.557,False,3.0,alopecia areata,0.557,alopecia areata,0.557,kinase,small molecule,clinical_precedent,True,approved_drug_exists,2.0,APPROVAL,4.0,False,False,3,ENSG00000074966
LITAF,105,0.5962175469469639,driver_antagonize,Stim8hr,0.44835132,0.5455018200728029,0.7924897604073697,0.15,1.0,-0.5616158,-3.4604075,0.010081325331395805,-31.06700455820944,strong,0.7924897604073697,False,5.0,Charcot-Marie-Tooth disease type 1C,0.77,inflammatory bowel disease,0.419,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000189067
POLI,106,0.5956297771037947,driver_antagonize,Stim48hr,0.8644579,0.5200208008320333,0.8194090160696781,0.15,1.0,-0.5077316,-3.4191206,0.01720185116483186,-7.424545837472886,strong,0.8194090160696781,False,8.0,asthma,0.445,asthma,0.445,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000101751
FAM241A,107,0.5927164103364503,brake_agonize,Stim8hr,0.72250223,0.6391055642225689,0.6747350616692561,0.15,1.0,0.5949126,3.6379688,0.006362686887257028,-18.78356036622149,strong,0.6747350616692561,False,6.0,atrial fibrillation,0.4,,0.0,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000174749
SLC25A24,108,0.5926877354702403,driver_antagonize,Stim48hr,0.9404892,0.8642745709828393,0.4194479377869164,0.15,1.0,-0.6018738,-4.3604755,0.001557499136642389,-10.643362874486858,moderate,0.4194479377869164,False,6.0,Fontaine progeroid syndrome,0.79,,0.0,transporter,small molecule,ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000085491
SPHK2,109,0.5918324990073449,driver_antagonize,Rest,0.7374354,0.47737909516380655,0.5350786888388357,1.0,0.35,-0.5120556,-3.3473678,0.029821637066498187,-3.0879903266317994,strong,0.5350786888388357,False,4.0,neurodegenerative disease,0.323,psoriasis,0.246,enzyme,small molecule,clinical_precedent,True,clinical_stage_drug,1.0,PHASE_3,3.0,False,False,3,ENSG00000063176
ZFP36L2,110,0.5899711607979616,brake_agonize,Stim8hr,0.8171978,0.6781071242849714,0.6213824618035709,0.15,1.0,0.61563945,3.730935,0.00500200381149114,-9.066895845523485,strong,0.6213824618035709,False,8.0,neurodegenerative disease,0.526,,0.0,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000152518
METTL15,111,0.5862063471888361,driver_antagonize,Stim48hr,0.45087266,0.9313572542901716,0.3218162691005925,0.15,1.0,-0.7126923,-4.7904253,0.000444930236804645,-13.052233901291638,moderate,0.3218162691005925,False,6.0,Abnormality of the skeletal system,0.319,,0.0,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000169519
FUT8,112,0.5835323393052002,brake_agonize,Rest,0.7540062,0.9615184607384295,0.2787202088471137,0.15,1.0,0.6946304,5.1987014,7.306898889087058e-05,-10.748003340737853,moderate,0.2787202088471137,False,2.0,congenital disorder of glycosylation with defective fucosylation,0.783,,0.0,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000033170
SMAD4,113,0.5831131122186671,driver_antagonize,Rest,0.73142445,0.5501820072802912,0.7435040991445603,0.15,1.0,-0.61978704,-3.4684339,0.022841757138490303,-15.265137218878076,strong,0.5935040991445603,True,0.0,juvenile polyposis syndrome,0.838,,0.0,transcription_factor,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000141646
DEF6,114,0.582936869474779,driver_antagonize,Stim48hr,0.4907441,0.59334373374935,0.694,0.15,1.0,-0.6812896,-3.5514696,0.012748072272192056,-19.42297345412907,strong,0.694,False,2.0,immunodeficiency 87 and autoimmunity,0.694,immunodeficiency 87 and autoimmunity,0.694,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000023892
MEN1,115,0.5819175526093601,driver_antagonize,Stim8hr,0.4224891,0.593863754550182,0.4633462535409939,1.0,0.15,-0.7403769,-3.5527263,0.0079128981619643,-4.519639994663155,moderate,0.3133462535409939,True,0.0,multiple endocrine neoplasia type 1,0.866,,0.0,,small molecule,clinical_precedent,True,approved_drug_exists,3.0,APPROVAL;PHASE_1_2;PHASE_3,4.0,False,False,3,ENSG00000133895
RAD51B,116,0.5798749096483452,brake_agonize,Rest,0.70993733,0.5886635465418617,0.6890976794137071,0.15,1.0,0.5683159,3.545432,0.018326410655767206,-8.114856777715955,strong,0.6890976794137071,False,7.0,cancer,0.538,asthma,0.418,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000182185
DENND1A,117,0.5798390455483967,brake_agonize,Stim8hr,0.9765557,0.9911596463858554,0.2328158859240194,0.15,1.0,0.85714823,6.3860345,1.766654116137627e-07,-13.341730830421804,weak,0.2328158859240194,False,2.0,polycystic ovary syndrome,0.476,,0.0,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,False,False,3,ENSG00000119522
USP24,118,0.5793250626031182,driver_antagonize,Stim8hr,0.49003756,0.6879875195007801,0.5746976865761765,0.15,1.0,-0.6630817,-3.7463624,0.0048417224562581004,-17.967388509697386,moderate,0.4246976865761765,True,0.0,metabolic disease,0.472,,0.0,,undetermined,unknown,False,novel_undrugged,0.0,,,False,False,3,ENSG00000162402
PIK3C3,119,0.577747329103445,brake_agonize,Stim48hr,0.78861284,0.7165886635465418,0.5370239449920692,0.15,1.0,0.6391875,3.8063512,0.006743413374269883,-8.65952825779293,strong,0.5370239449920692,False,5.0,neurodegenerative disease,0.544,,0.0,enzyme,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000078142
ZDHHC17,120,0.577457821676657,brake_agonize,Rest,0.7200365,0.9048361934477379,0.3227117196814206,0.15,1.0,0.5893943,4.5722194,0.0009078233939500892,-15.506126901393744,moderate,0.3227117196814206,False,2.0,neurodegenerative disease,0.371,systemic lupus erythematosus,0.201,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000186908
OS9,121,0.575790013252112,driver_antagonize,Stim8hr,0.7155308,0.767030681227249,0.4733319387828243,0.15,1.0,-0.6155926,-3.9483967,0.0027718846433087384,-20.36924064936474,moderate,0.4733319387828243,False,4.0,holoprosencephaly,0.503,multiple sclerosis,0.211,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000135506
APBB1IP,122,0.574970566822673,driver_antagonize,Rest,0.2044754,0.718148725949038,0.526,0.15,1.0,-0.5159975,-3.813306,0.009628075765385241,-15.944413106031432,strong,0.526,False,2.0,cancer,0.608,Noonan syndrome,0.526,,antibody/biologic (surface),ab_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000077420
NCOA5,123,0.5748061172986212,brake_agonize,Stim48hr,0.6460844,0.734789391575663,0.5065924138763189,0.15,1.0,0.60671955,3.8488488,0.006113076909362032,-4.9673625114845255,moderate,0.3565924138763189,True,0.0,neurodegenerative disease,0.36,Graves disease,0.272,,small molecule,sm_tractable,True,novel_undrugged,0.0,,,True,False,4,ENSG00000124160
